name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;581;0;486;3187;1365;3187;1125;0
header;139;227;139;270;1765;270;1765;227
A;942;289;942;317;963;317;963;289
A;759;429;759;432;761;432;761;429
A;756;647;756;648;758;648;758;647
B;945;964;945;992;966;992;966;964
A;972;1226;972;1226;973;1226;973;1226
A;1131;1622;1131;1641;1144;1641;1144;1622
C;943;1636;943;1665;965;1665;965;1636
A;960;1844;960;1846;962;1846;962;1844
A;547;2039;547;2042;549;2042;549;2039
D;946;2308;946;2335;966;2335;966;2308
D;1238;2615;1238;2641;1271;2641;1271;2615
A;1278;2799;1278;2801;1281;2801;1281;2799
A;854;2800;854;2800;856;2800;856;2800
B;767;2828;767;2844;789;2844;789;2828
C;691;2829;691;2855;716;2855;716;2829
A;738;2844;738;2844;738;2844;738;2844
B;589;2865;589;2879;609;2879;609;2865
C;1265;2900;1265;2926;1289;2926;1289;2900
A;1322;2960;1322;2960;1322;2960;1322;2960
